2015-648,Frequency Reconfiguration (Implementation Phase),"Nextel Of Texas, Inc. C/O Sprint Corporation",,,,,,
2015-649,Consent to Assignment Agreement - Everbridge / 911 District,El Paso County 911 District,,,,,,
2015-650,Interlocal Agreement - P25 Systems,El Paso County 911 District,,,,,,
2015-652,DIR-SDD-1951 Technology,Checkpoint Services,,,,,,
2015-653,Supplies and Equipment,Dunn Edwards Corp,,,,,,
2015-654,2-1-1 NBS Inc.,NBS Inc.,,,,,,
2015-655,EP Promo Wear dba Corporate,EP Promo Wear Dba Corporate,,,,,,
2015-657,GROUNDS MAINTENANCE FOR EL PASO CITY PARKS MOWING PARKS AND RECREATION PARKS MAINTENANCE DIVISION,"V1: Tree D'S Landscaping & Ground Maintenance 
V2: Wcd Enterprises, Llc ",,,,,,
2015-658,SECURITY GUARD SERVICES ZOO,"Mike Garcia Merchant Security, LLC",,,,,,
2015-659,LITTLE RIVER PARK IMPROVEMENTS,"Black Stallion Contractors, Inc.",,,,,,
2015-660,Carlos Bomback Park Improvements 2015,"Black Stallion Contractors, Inc.",,,,,,
2015-662,Genie GS 1930 Scissor Lift,"Frank's Supply Company, Inc.",,,,,,
2015-663,"ADVANCED SECURITY CONTRACTORS, INC","Advanced Security Contactor, Inc.",,,,,,
2015-664,"Audio, video, Security & Low Voltage Equipment, Supplies & Installation - REQ 2015001664","Electripro, Inc. Dba Integrated Technology",,,,,,
2015-665,"Audio, video, Security & Low Voltage Equipment, Supplies & Installation - REQ  2015001671","Electripro, Inc. Dba Integrated Technology",,,,,,
2015-666,AIRPORT PRINT / ANMAR ENTERPRISES INC.,Airport Print /Anmar Enterprises Inc.,,,,,,
2015-667,  David's Pennants  ,David'S Pennants & Banners,,,,,,
2015-668,TRAPEZE RANGER INSTALLATION KITS,"Trapeze Software Group, Inc.",,,,,,
2015-669,REPLACE LIGHT POLE,"Trapeze Software Group, Inc.",,,,,,
2015-670,El Paso Parking Lot Striping,El Paso Parking Lot Striping,,,,,,
2015-671,Medical Director Services to the Emergency Medical Staff,"Berumen, Pllc",,,,,,
2015-672,COLLABORATION TABLE,Nova Safety,,,,,,
2015-674,Repair Service - Replace Engine,Crawford Collision Center,,,,,,
2015-675,Carpet,House Of Carpet Dba Casa Carpet,,,,,,
2015-676,Freelance Mobile for Cityworks Additional License,TDC Group,,,,,,
2015-677,Security Systems,Integrated Technologies & Design,,,,,,
2015-678,Computers -I,Checkpoint Services,,,,,,
2015-679,Computers ,Dell Marketing LP,,,,,,
2015-680,HEWLETT NETWORKING EQUIPMENT,Decision Tree,,,,,,
2015-681,Pneumococcal Vaccine,Bdipharma,,,,,,
2015-682,Northern Imports -Safety Shoes,Northern Imports Dba Work Wear Safety Shoes,,,,,,
2015-683,Miscellaneous for Facilities,Grainger,,,,,,
2015-684,Materials and Supplies,Swifco,,,,,,
2015-685, Bazaar Uniforms -Facilities Uniforms,Bazaar Uniforms,,,,,,
2015-686,Focus II Rider ,"Nilfisk-Advance, Inc.",,,,,,
2015-687R,Customer Service Call Center - Staffing & Management Service Operations,"Datamark, Inc.",,,,,,
2015-688,"GS-07F-0335Y Total Solutions for Law Enforcement, Security Facilities Management, Fire, Rescue, Clothing, Marine Craft and Emergency/Disaster Response","Firehouse Medical, Inc.",,,,,,
2015-689,Checkpoint -IMMUNIZATION,Checkpoint Services,,,,,,
2015-692,EXPANSE UPGRADE PACKAGE,"Alamo Industries, Inc Dba Alamo Auto Supply",,,,,,
2015-694,PEPP Precourse Modules,Rittenhouse,,,,,,
2015-695,Bumper Plate,Rogue Fitness,,,,,,
2015-696,"HIV Promotional Products The Gwinn Company., LLC","The Gwinn Company., LLC",,,,,,
2015-697, SCRAP TIRE DISPOSAL SERVICES (RE-BID),"Tres Pesetas, Inc.",,,,,,
2015-698,"REG19 12-6814 - (Framing, Dry Wall, Painting & Related) Fire Station Window Replacements Project","Pride General Contractors, LLC",,,,,,
2015-699,"Advertising Promotional Products STD/HIV The Gwinn Company., LLC","The Gwinn Company., LLC",,,,,,
2015-701,MODEL 3300 FOLDER/INSERTER,Mailing & Shipping System Inc.,,,,,,
2015-702,"REG19 12-6789 (Classroom, Instructional, & Related) Marvel Project #04141202",El Paso Office Products ,,,,,,
2015-703,PDS - Professional Document Systems,PDS - Professional Document Systems,,,,,,
2015-706,SNAP TRENDS 2 OF 2 SUBSCRIPTION,Snap Trends,,,,,,
2015-707R,Library Self-Service Checkout Machines,Tech Logic Corporation,,,,,,
2015-708,EL PASO ZOO-REPTILE BUILDING COMPLETION (RE-BID),"Mgb Group, Inc.",,,,,,
2015-709,TRAFFIC VIOLATION COLLECTION SERVICES - MUNICIPAL CLERK,"Delgado, Acosta, Spencer, Linebarger, & Perez, LLP",,,,,,
2015-710,SANOFI Pas,Sanofi Pasteur ,,,,,,
2015-711,Chapter 380 Economic Development Program Grant Agreement between the City of El Paso and The University of Texas at El Paso,University Of Texas At El Paso,,,,,,
2015-712,Refrigerators (Frigidaire),Daw'S Home Furnishings,,,,,,
2015-714,Pebble Hills Boulevard Extension Street And Drainage Improvements,"CMD Endeavors, Inc.",,,,,,
2015-716,Installation of Glass Vestibule at U.P.T.T.,"J.A.R. Concrete, Inc. Dba Jar Construction, Inc",,,,,,
2015-717,Bus Shelter Cleaning,"Delta Unlimited, Inc.",,,,,,
2015-719,Sweeper Brooms,Old Dominion Brush Co.,,,,,,
2015-720,Access Control System for Animal Control Clinic,"Advanced Security Contactor, Inc.",,,,,,
2015-721," BuyBoard 432-13 - 4"" Shield (Public Safety & Fire House Supplies & Equipment)",Doley Tackaberry,,,,,,
2015-722, BuyBoard 432-13 -Pressure Gauges (Public Safety & Fire House Supplies & Equipment),"Casco Industries, Inc.",,,,,,
2015-723, REG19 13-6889 - Coolant and Lubricants (Vehicle Lubricants & Related),C&R Distributing,,,,,,
2015-724,"REG19 13-6978 - Survival Armor & TDU Shirts (Work Uniforms, Shoes and Related)",Premier Uniforms & Tactical Gear,,,,,,
2015-725,DEERE & COMPANY TXMAS-7-51V050,Deere & Company,,,,,,
2015-726,"Gauage, Fluted Gasket, Hugger Band, Flat Gasket",Western Precast Concrete,,,,,,
2015-728,Interlocal Agreement between City of El Paso and El Paso Downtown Management District,DMD,,,,,,
2015-729,John Deere Proprietary Parts & Service,4 Rivers Equipment,,,,,,
2015-730,"Volvo, Doosan, and Gradall Parts & Service","Sierra Machinery, Inc.",,,,,,
2015-731,Online Training - Turn Obstacles into Opportunities 30 Day Program,"Avanoo (Placebo, Inc.)",,,,,,
2015-732,BuyBoard 432-13 - Medical Training Equipment (Public Safety & Fire House Supplies & Equipment),Moore Medical,,,,,,
2015-733,Water Extraction Services as Needed,Service Master By Althouse,,,,,,
2015-734,El Paso Zoo African Wild Dog Exhibit (Re-Bid),"Mgb Group, Inc.",,,,,,
2015-735,Computer Equipment,Decision Tree,,,,,,
2015-736,"El Paso International Airport Concourse ""A"" - Improvements and Restroom Expansion","Globe Builders, LLC",,,,,,
2015-737,Vinyl Banners,Britten Studios,,,,,,
2015-738,Construction,"Perikin Enterprises, LLC",,,,,,
2015-739,LIBRARY PERIODICALS,"Cox Subscriptions, Inc. Dba WT Cox Information Services",,,,,,
2015-741,"REG19 12-6789 - Chairs for Classrooms (Classroom, Instructional, & Related)",El Paso Office Products,,,,,,
2015-742,"BuyBoard 449-14 - Training and Development Books (Library Books, Used Textbooks, & Other Books and Material)",Barnes & Noble,,,,,,
2015-743,Fuel Island and Tanklift Parts and Service,"V1: C&L Pump Service, Inc
 V2: Vehicle Maintenance Program, Inc.",,,,,,
2015-744,Decision Tree HIV Prev,Decision Tree,,,,,,
2015-745,Gas Range Equipment - Office Kitchen,Daw'S Home Furnishings,,,,,,
2015-746,Fitness Equipment ,The Bench Press,,,,,,
2015-747,S & S World Parks Rec Supplies,S&S World,,,,,,
2015-748,Animal Adoption Van,"La Boit Specialty Vehicles, Inc.",,,,,,
2015-749,Lease Agreement between City of El Paso and Cyndi Boaz for the space occupied by El Paso Police Department since 1992,Cyndi Boaz,,,,,,
2015-750,Tennant Proprietary Parts,Tennant,,,,,,
2015-751,4th Year Chapter 380 Economic Development Program Agreement with Tres Palmas Apartments LTD (Multi-Family Housing Development),Tres Palmas Apartments,,,,,,
2015-752,"Chapter 380 Agreement with Dieter Commons II, LLC ","Dieter Commons II, LLC",,,,,,
2015-753,Chapter 380 Agreement with Quarry Cave Partners LTD (Multi-Family Housing Development),Quarry Cave Partners LtTD,,,,,,
2015-754,Chapter 380 Agreement with Tropicana Building Corporation (Canutillo Palms Apt) (Multi-Family Housing Development),Tropicana Building Corp,,,,,,
2015-755,"Chapter 380 Agreement with Texarock Residential, LTD (Multi-Family Housing Development)",Texarock Residential LTD,,,,,,
2015-756,Hueco Valley Residential Partners LTD (Multi-Family Housing Development),Hueco Valley Residential Partners Ltd,,,,,,
2015-758,SUNRAY TREE,Paul E Allen,,,,,,
2015-759,Advanced Security    SUN METRO TOC PARTS DEPARTMENT DOOR ALARM,"Advanced Security Contactor, Inc.",,,,,,
2015-761,"REGION 19 RFP 14-7055 - Plumbing, AC Equipment, and Related Supplies",Johnstone Supply,,,,,,
2015-762,NBS Moving Services,NBS Inc.,,,,,,
2015-763,Navajo Office Modular Furniture,NBS Inc.,,,,,,
2015-764,Web Based Marketing Services,American Eagle,,,,,,
2015-765,"BuyBoard 449-14 - Books for Certification Courses (Library, Books, Used Textbooks, & Used Books Materials)",Barnes & Noble,,,,,,
2015-766,MicroBlaze - Green Lable,Daco Fire Equipment,,,,,,
2015-767,EPFD Helmet Front Large Shield,Zone West,,,,,,
2015-770,DT 500 GB Hard Drive,Decision Tree,,,,,,
2015-771,TXSMARTBUY 550-A2,"Iteris, Inc.",,,,,,
2015-772,Black Belt after Green Belt Training - New Jersey,Six Sigma,,,,,,
2015-773,OIL SAMPLE VALVE,Checkfluid Inc.,,,,,,
2015-774,Chapter 380 Agreement Between City of El Paso and 1500 Hope LLC,"1500 Hope, Llc",,,,,,
2015-775,"Chapter 380 Agreement between City of El Paso and TDEU9, LP ","TDEU9, LP",,,,,,
2015-776,"Chapter 380 Agreement between City of El Paso and El Paso Place Apartments, LLC","El Paso Place Apartments, Llc",,,,,,
2015-777,"Asphalt, Sidewalk Landscaping","Martinez Irrigation & Landscapes, Inc",,,,,,
2015-778,Resler Drive Buffered Bike Lane Project,"PMI Pavement Marking, Inc.",,,,,,
2015-779,"REG19 12-6814 - Power Wash, Patch, Seal, Paint Exterior Walls, (Framing, Dry Wall, Painting & Related)","Pride General Contractors, LLC",,,,,,
2015-780,River Bend Drive Pedestrian and Bicycle Enhancements,"J.A.R. Concrete, Inc. Dba Jar Construction, Inc",,,,,,
2015-781,Pool Paint as needed,Rexcel Coatings Corporation,,,,,,
2015-782,VTCLI RADIO SPOTS,Entravistion,,,,,,
2015-784,Viscount Boulevard Pedestrian and Bicycle Enhancements,"LCMartinez Bros. Contractors, LLC",,,,,,
2015-785,DIR SDD-1951 Computer Equipment/Warranty ,Checkpoint Services,,,,,,
2015-786,EXTRA WIDE GRAY STORAGE CABINETS,MSC Direct,,,,,,
2015-787,"REG19 14-7063 - Parts and Service for Fire Fleet (Automotive, Bus Parts, Tires, Supplies & Related)",Border International,,,,,,
2015-788,Moore Medical Exam Tables,Moore Medical,,,,,,
2015-790,IPS Fiber Optic Cables,"LPS, Inc.",,,,,,
2015-791,TML Liability Coverage,Texas Municipal League,,,,,,
2015-792,AVL Data Transmitters,"Trapeze Software Group, Inc.",,,,,,
2015-793,i2 Cop Link Analytical Software,IBM,,,,,,
2015-795,Playwell Group,The Playwell Group,,,,,,
2015-796,Replace Evaporative Cooler at MSC,Technical Building Services,,,,,,
2015-797,LEVEL III PASGT BALLISTIC HELMET-BLK,Galls,,,,,,
2015-798,Tennant Proprietary Parts (Re-Bid),"Western Fleet Services, Inc.",,,,,,
2015-799,REGION 19 RFP 14-7063,"Alamo Industries, Inc Dba Alamo Auto Supply",,,,,,
2015-800,Laundry Supply Co,Laundry Supply Co,,,,,,
2015-801,"DIR contract # 1895 ""Cabling Services""","LPS, Inc.",,,,,,
2015-802,"DIR contract # 2030 ""Computers""","Lenovo, Inc.",,,,,,
2015-803,Structural Firefighting Clothing,"V1: Casco Industries, Inc V2: Dooley Tackaberry, Inc",,,,,,
2015-804,BUYBOARD 463-14  Modular Buildings/Classrooms,Mobile Modular Management Corporation,,,,,,
2015-805,Checkpoint Park/Rec DIR SDD-1951,Checkpoint Services,,,,,,
2015-806,ACADEMY DELL LAPTOP COMPUTERS,Checkpoint Services,,,,,,
2015-807,Wellington Chew Senior Center Improvement,Bids Rejected,,,,,,
2015-808,G3 VISION 40GB MIRROR MONITOR VALUE PACKAGE,"Alamo Industries, Inc Dba Alamo Auto Supply",,,,,,
2015-809,REGION 19 RFP 13-6948  Printing Services and Promotional Supplies,David'S Pennants & Banners,,,,,,
2015-810,REG 19 12-6766 Fire Station 25 Window Upgrade (Glass & Glazing Materials & Services),Baker Glass Co,,,,,,
2015-812,Parking Spitter Tickets,Toledo Ticket Company,,,,,,
2015-813,EPIA Cargo 3 Roof Replacement,"Roof Toppers Of El Paso, Inc.",,,,,,
2015-814,Pediatric/Neonatal Simulators ,Gaumard,,,,,,
2015-815,Landfill Dozer,"Wagner Equipment, Co",,,,,,
2015-816,"DIR contract # DIR-TSO-2654 ""Data Communications Equipment""","Avaya, Inc.",,,,,,
2015-820,REGION 19 RFP 09-6356  Electronic Surveillance & Locking Systems ,"Advanced Security Contactor, Inc.",,,,,,
2015-821,REGION 19 RFP 09-6356 Electronic Surveillance & Locking Systems,"Advanced Security Contactor, Inc.",,,,,,
2015-822,HGAC EM06-13 Earth Moving & Construction Equipment,"Sierra Machinery, Inc.",,,,,,
2015-823,TXMAS-7-51V050 Hardware Superstore,Deere & Company,,,,,,
2015-824,ARICULATED HAULER,"Sierra Machinery, Inc.",,,,,,
2015-825,Road Rescue Metromedic Type 1 Ambulances,Siddons Martin Emergency Group,,,,,,
2015-826,Checkpoint Health DIR SDD-1951,Checkpoint Services,,,,,,
2015-827,EC MARINE BATTERY,EC Marine Battery,,,,,,
2015-828,Independence Drive Pedestrian and Bicycle Enhancements,"J.A.R. Concrete, Inc. Dba Jar Construction, Inc",,,,,,
2015-829,"Exhaust parts, repairs and installation",Magic Muffler,,,,,,
2015-830,"Professional Agreement between the City of El Paso and MTN Retail Advisors, LLC","Mtn Retail Advisors, Llc",,,,,,
2015-831,"Software Maintenance and Support Agreement with CITYGOVAPP,INC.","Citygovapp, Inc.",,,,,,
2015-832,Sony-DSC@800 20.1-Megapixel Camera - Black w/Class 10 Memory Card,Bestbuy,,,,,,
2015-833,Bird Ladder,Bird Ladder And Equipment,,,,,,
2015-835,Elevator Maintenance and Repairs @ City Mulligan Building,"Kone, Inc",,,,,,
2015-836,Sony-DSC@800 20.1-Megapixel Camera - Black w/Class 10 Memory Card,Bestbuy,,,,,,
2015-838,STORAGE CABINETS,Aurora Storage Solutions,,,,,,
2015-839,Logan Park Improvements,"Globe Builders, LLC",,,,,,
2015-840,The Gwinn Company LLC T-shirts ,"The Gwinn Company., LLC",,,,,,
2015-841,Navajo Office Furniture ,Navajo Office Products,,,,,,
2015-842,KD Sholten Construction Items ,KD Scholten Co,,,,,,
2015-843,Safeguard Universal Supplies,Safeguard Universal,,,,,,
2015-844,El Paso Reprographics Printing Services,"El Paso Reprographics, LLC",,,,,,
2015-845,REG 19 14-6994 UPS EQUIPMENT,Decision Tree,,,,,,
2015-848,COUNTY  TAX ASSESSOR,April,,,,,,
2015-849,Positive Promotions,Positive Promotions                ,,,,,,
2015-850,"Region 19 15-7077 Audio, Video & Low Voltage Equipment","H.B. Electronics, Inc.",,,,,,
2015-851,Trash Containers - 79296 EVR 11 Cart 96 Gallon Universal/Nestable Cart - Blue & Grey,"Toter, Llc",,,,,,
2015-852,Computer Equipment DIR #-SDD -1951,Checkpoint Services,,,,,,
2015-853,Downtown Shopping District Improvements,Summit Excavation,,,,,,
2015-854,ASE Certifications,National Institute For Automotive Service Group,,,,,,
2015-855,REPLACE LIFT STATION PUMPS @ VETERANS PARK REC CENTER,Clowe & Cowan Of El Paso,,,,,,
2015-856,REPLACE HOT WATER BOILER & WATER PUMP @ EL PASO POLICE HQ,Trane,,,,,,
2015-857,REPLACE 5 TON PACKAGED A/C UNIT @ SEVILLE RECREATION CENTER,JIVG Enterprises (Technical Building Services),,,,,,
2015-858,REPLACE 3 COMMERCIAL EVAPORATIVE UNITS @ 617 TEXAS AVE,JIVG Enterprises (Technical Building Services),,,,,,
2015-859,REPLACE 2 NEW CARRIER HP PACKAGED UNITS @ EL APASO POLICE ACADEMY,JIVG Enterprises (Technical Building Services),,,,,,
2015-860,REPLACE 5 COMMERCIAL EVAPORATIVE UNITS @ NORTHWEST SERVICE CENTER,JIVG Enterprises (Technical Building Services),,,,,,
2015-861,eROUTE LOGISTICS SOFTWARE ANNUAL MAINTENANCE AND SUPPORT,JIVG Enterprises (Technical Building Services),,,,,,
2015-862,CANOPY REPAIRS FACILITIES,QP Canopies LLC,,,,,,
2015-863,JANITORIAL SERVICES - LIBRARY FACILITIES,Ace Government Services Llc,,,,,,
2015-864R,TEMPORARY SERVICES,"Temporary Alternatives, Inc, Dba Dmdickason Personnel Services",,,,,,
2015-865,V3 GPS Kit,Zonar,,,,,,
2015-866,"Fuel Pump/Tank Service, Parts and Repair","D&H Pump Ervice, Inc",,,,,,
2015-867,Vending Machine Services (RE-BID),El Paso Snax Company,,,,,,
2015-868,The Gwinn Comp,"The Gwinn Company., LLC",,,,,,
2015-869,The Gwinn Comp 2,"The Gwinn Company., LLC",,,,,,
2015-870,Exerplay,Exerplay,,,,,,
2015-871,Checkpoint GRAT,Checkpoint Services,,,,,,
2015-872,Airport Printing,Airport Printing Services Anmar,,,,,,
2015-874,"Green Building Grant for 12283 Rojas ""Verde Palms""",Tropicana Building Corporation,,,,,,
2015-875,"Chapter 380 for 1500 Hope LLC 2nd Payment for Dieter Commons II, LLC",1500 Hope Llc,,,,,,
2015-876,The Gwinn Company,"The Gwinn Company., LLC",,,,,,
2015-877,SERVICE ON AERIAL BUCKET TRUCKS,Altec Industries,,,,,,
2015-878,"Plumbing ,AC equipment  and related Supplies","Passage Supply, Co.",,,,,,
2015-879,RPM Box Assembly,Armorcast Products Company,,,,,,
2015-880,PUMPS ON AN AS NEEDED BASIS,Clowe & Cowan Of El Paso,,,,,,
2015-881,Fleet Focus Software System Upgrade,Asset Works,,,,,,
2015-882,HB Electronics Inc.,"H.B. Electronics, Inc.",,,,,,
2015-884,Controlled Medication,Cardinal Health,,,,,,
2015-885,REGION 19 RFP 12-6807,"Frank's Supply Company, Inc.",,,,,,
2015-886,TXSMARTBUY 550-A2,"Consolidated Traffic Controls, Inc.",,,,,,
2015-887,Computer Equipment DIR #-SDD -1951,Checkpoint Services,,,,,,
2015-888,Roy Lowns,Roy Lowns,,,,,,
2015-889,"SHI Government Solutions
Vmware Training",Shi Government Solutions Inc.,,,,,,
2015-890,SANOFI Pas,Sanofi Pasteur ,,,,,,
2015-891,CNG TANKS FOR E-350 VANS,American    Cng,,,,,,
2015-892,CHAPTER 381 ECONOMIC DEVELOPMENT AGREEMENT BETWEEN CITY OF ELPASO AND ALBERTO ESCAMILLA DBA ESCAMILLA'S FINE ART GALLERY,Alberto Escamilla,,,,,,
2015-893,SANOFI Pas,Sanofi Pasteur ,,,,,,
2015-894,Office Furniture for Purchasing & Strategic Sourcing (New Cubicles),Navajo Office Products,,,,,,
2015-897,DIR-SDD-1951 City of El Paso Venue 11 Pro ,Checkpoint Services,,,,,,
2015-898,Region 19 14-7030 Electrical Supplies ,Gorman Batteries,,,,,,
2015-899,"PLUMBING, AC EQUIPMENT AND SUPPLIES","Passage Supply, Co.",,,,,,
2015-900,GLASS REPAIRS AND SERVICES,Baker Glass Co,,,,,,
2015-901,BUILDING PARTS AND SUPPLIES,KD Scholten Co,,,,,,
2015-902,SCANNING SERVICES,Dataxport,,,,,,
2015-903,Three 25 Yard Rear Loader Refuse Bodies  and Crane Carrier LET2 46 Chassis,"V1: Longhorn International Trucks, Ltd V2: Texan Waste Equipment, Inc. Dba Heil Of Texas ",,,,,,
2015-904,2016 AUTOCAR ACX64 AND FORMULA 5000 SERIES 25 YARD HIGH COMPACTION REAR LOADER,"V1 - Chastang Enterprises Dba Chastang Ford   V2 Texan Waste Equipment, Inc. Dba Heil Of Texas",,,,,,
2015-905,GOJO Cranberry Foam Hand Soap,"Southwestern Mill Distributors, Inc. ",,,,,,
2015-907,"PLUMBING, AC EQUIPMENT AN SUPPLIES","American Refrigeration Supplies, Inc.",,,,,,
2015-908,DIR-TSO-2538,Decision Tree,,,,,,
2015-909,Airport AnMar,Anmar,,,,,,
2015-910,New Trimble Survey Equipment,Western Date Systems (Wds),,,,,,
2015-911,Spectrum,Spectrum,,,,,,
2015-912,Computer Equipment DIR #-SDD -2068,"Apple, Inc.",,,,,,
2015-913,Motorola Digital Repeater with Duplexer & Installation,"RTC, Inc. ",,,,,,
2015-914,S & S Worldwide,S&S Worldwide,,,,,,
2015-915,Hoffman Southwest Skilled Labor Services,Hoffman Southwest ,,,,,,
2015-917,Mattresses,"Corsicana Bedding, Inc.",,,,,,
2015-919,30 CUBIC YARD STANDARD DUTY BATHTUB ROLL OFF CONTAINER 22' LONG,"Wastequip Mfg.Co., Llc",,,,,,
2015-920,CO LICENSE AGREEMENT FOR SUBSCRIPTION,"Costar Realty Information, Inc.",,,,,,
2015-922,SMITHKLINE,Smith Kline Beecham Dba Glaxo Smith Kline,,,,,,
2015-923,CHAPTER 381 ECONOMIC DEVELOPMENT AGREEMENT BETWEEN CITY OF EL PASO AND ADALBERTO SALDANA DBA SOUTHWESTERN ART BY BERT SALDANA,Bert Saldana,,,,,,
2015-924,UNIT 6239 REMOVING & INSTALLING ALL HOSES ON THE BOOM SECTION, TROUBLESHOOTING UNIT 9743,Terex,,,,,
2015-927R,  Library Copier Services (Re-Bid),Dahill Office Technology Corporation,,,,,,
2015-928R,TRANSFER CENTER AND TERMINALS CONCESSIONAIRE ,"Big Boy Concessions, Inc.",,,,,,
2015-930,EL PASO OFFICE PRODUCTS,El Paso Office Products,,,,,,
2015-931,REPLACE 2 ELECTRICAL PANELS @ VETERANS PARK POOL,"All Trades Electrical Contractors, Inc.",,,,,,
2015-932,REPLACE 2 LIFT STATION PUMPS @ EPPD,Clowe & Cowan Of El Paso,,,,,,
2015-933,REPLACE 2 LIFT STATION PUMPS @ PAVO REAL,"El Paso Phoenix Pumps, Inc.",,,,,,
2015-934,INSTALL 2 NEW GATE OPERATORS & SWING GATES,"Advanced Security Contactor, Inc.",,,,,,
2015-935,INSTALL TRASH COMPACTORS @ PENDALE ,"All Trades Electrical Contractors, Inc.",,,,,,
2015-937,TRANSPORTATION OF FACILITIES MAINTENANCE SUPPORT VEHICLES,Dependable Towing,,,,,,
2015-938,DAVIS APPAREL,David'S Pennants & Banners,,,,,,
2015-939,S & S WORLD,S&S World,,,,,,
2015-940,SPECTRUM,Spectrum,,,,,,
2015-941,PUBLIC FACILITIES & SERVICES (PFS),Public Facilities & Services,,,,,,
2015-943,LITE & FIRMWARE UPGRADE,"Motorola Solutions, Inc.",,,,,,
2015-944,ANNUAL LED & DECORATIVE STREET LIGHT MAINTENANCE SERVICES,Johnson Controls Inc.,,,,,,
2015-945,"(LEED) GREEN BUILDING GRANT FINAL INSTALLATION PAYMENT TO LION, LOA CARL DANIEL ARCHITECTS","Lion, Loa Carl Daniel Architects ",,,,,,
2015-946,"EXTERMINATING SERVICES FOR CENTERS, POOLS & SHELTERS",Everett'S Pest Management,,,,,,
2015-947,ELECTRIC SERVICE FOR TRASH COMPACTORS AT HONDO PASS,"All Trades Electrical Contractors, Inc.",,,,,,
2015-948,PROMOTIONAL MERCHANDISE,Advertising Specialities,,,,,,
2015-949,"CHAPTER 380 AGREEMENT BETWEEN CITY OF EL PASO AND OSP GROUP TEXAS, LLC (FORMERLY KNOWN AS RUSA TEXAS, LLC)",Osp Group,,,,,,
2015-951,SCORPION SALES,Scorpion Sales,,,,,,
2015-952,ARC GIS SERVER,"Environmental Services Research Institute, Inc. (Esri)",,,,,,
2015-954,PARTS & LABOR FOR ,Navajo Office Products ,,,,,,
2015-955,ROADSIDE TIRE SERVICE,E&SG LLC Dba Industrial Tire Co. ,,,,,,
2015-956,AC & J COMMUNICATIONS dba METRO COM,Ac & J Communicatioins Dba Metro Com,,,,,,
2015-957,CHECKPOINT REG 19 14-6994,Checkpoint Services,,,,,,
2015-958,TURF GATOR,Austin Turf & Tractor,,,,,,
2015-959,TXMAS-7-51V050 Hardware Superstore,Deere & Company,,,,,,
2015-960,BUYBOARD 476-15-INDOOR/OUTDOOR FLOORING PRODUCTS,Tandus Centiva,,,,,,
2015-961,PLANTS - 1,Sunland Nurery Company,,,,,,
2015-962,PLANTS - 2,Sierra Vista Growers,,,,,,
2015-964,"FORD TRANSIT T-250, SUPER DUTY CARGO VAN (R1Z) REAR WHEEL DRIVE, 3.7L V6 FFV, 6-SPEED AUTOMATIC, 130"" WB, 9000# GVWR, COMPLETE WITH ALL MANUFACTURER'S STANDARD EQUIPMENT","Silbee Ford, Inc",,,,,,
2015-965,TRAINING HOURS,New Flyer Of America,,,,,,
2015-966,CHAPTER 380 ECONOMIC DEVELOPMENT PROGRAM AGREEMENT BETWEEN CITY OF EL PASO AND CHAMPLAIN CABLE CORPORATION,Champlain Cable,,,,,,
2015-967,GSA #GS-35F-0511T,"EC America 
(Immix Grp)",,,,,,
2015-968,CHECKPOINT SERVICES (EQUIPMENT),Checkpoint Services,,,,,,
2015-969,BEST BUY FOR BUSINESS,Best Buy For Business,,,,,,
2015-970,BAKER GLASS CO(WINDOW),Baker Glass Co,,,,,,
2015-971,CHECKPOINT SERVICES WIC (EQUIPMENT),Checkpoint Services,,,,,,
2015-972,SCOTT VALVE ASSEMBLY,Daco Fire Equipment,,,,,,
2015-973,(TDAP) BOOSTRIX PREFILLED SYRINGES W/O NEEDLES 10 DOSES/PACK,Smith Kline Beecham Dba Glaxo Smith Kline,,,,,,
